book,prop,gate,hr,n,hits,wilson_low,lift_vs_base,base_hr,train_hr,train_n,oos_hr,oos_n,ticket_clear,oos_ticket_clear
Standard UNDER,total_bases,L5=5 + opp_pitch_stingy,0.5814,86,50,0.4758,0.0442,0.5372,0.5641,39,0.5957,47,False,False
Standard UNDER,singles,L10>=8 + K%>=22 + opp_pitch_stingy,0.6389,36,23,0.4757,0.1018,0.5371,0.75,4,0.625,32,False,False
Standard OVER,pitcher_ks,line_2.5+,0.5006,1542,772,0.4757,0.0003,0.5003,0.4964,969,0.5079,573,False,False
Standard OVER,hitterfantasyscore,opp_pitch_leaky,0.5099,810,413,0.4755,0.0213,0.4886,0.5099,810,,0,False,False
Standard UNDER,hits,L5=5 + line_0.5,0.5606,132,74,0.4754,0.0053,0.5553,0.5405,37,0.5684,95,False,False
Standard UNDER,pitcher_ks,season_cush>=1,0.5606,132,74,0.4754,0.0371,0.5235,0.4737,38,0.5957,94,False,False
Standard UNDER,pitches_thrown,season_cush>=1,0.5271,351,185,0.4748,0.0043,0.5228,0.5694,72,0.5161,279,False,False
Goblin OVER,runs,BA>=.275,0.5269,353,186,0.4748,0.0006,0.5263,0.518,222,0.542,131,False,False
Standard UNDER,total_bases,L5>=4 + cover>=1,0.5676,111,63,0.4747,0.0304,0.5372,0.3,10,0.5941,101,False,False
Goblin OVER,singles,L10>=8 + cover>=0.5,0.5778,90,52,0.4746,0.0382,0.5396,0.7143,14,0.5526,76,False,False
Goblin OVER,singles,L5=5,0.5778,90,52,0.4746,0.0382,0.5396,0.6818,44,0.4783,46,False,False
Goblin OVER,singles,L5=5 + line_0.5,0.5778,90,52,0.4746,0.0382,0.5396,0.6818,44,0.4783,46,False,False
Standard UNDER,pitches_thrown,L5>=4 + own_bats_Strong,0.589,73,43,0.4745,0.0662,0.5228,0.725,40,0.4242,33,False,False
Standard OVER,pitcher_ks,own_pitch_stingy,0.5136,627,322,0.4745,0.0133,0.5003,0.5165,395,0.5086,232,False,False
Standard UNDER,hits+runs+rbis,L10>=9 + own_pitch_leaky,0.617,47,29,0.4743,0.0821,0.5349,0.5333,15,0.6562,32,False,False
Standard UNDER,pitches_thrown,L10>=8 + opp_pitch_leaky,0.617,47,29,0.4743,0.0942,0.5228,0.5833,24,0.6522,23,False,False
Goblin OVER,singles,L5>=4 + cover>=1,0.536,250,134,0.4741,-0.0036,0.5396,0.5147,68,0.544,182,False,False
Standard UNDER,plate_appearances,L10>=8 + own_pitch_leaky,0.6,60,36,0.4737,0.0337,0.5663,0.5556,9,0.6078,51,False,False
Standard UNDER,total_bases,cover>=1,0.5641,117,66,0.4736,0.0269,0.5372,0.2727,11,0.5943,106,False,False
Standard UNDER,runs,L10>=8 + K%>=22,0.5641,117,66,0.4736,0.0217,0.5424,0.5625,48,0.5652,69,False,False
Standard OVER,hitterfantasyscore,BA>=.300,0.5745,94,54,0.4735,0.0859,0.4886,0.5745,94,,0,False,False
Standard OVER,pitching_outs,opp_pitch_stingy,0.5436,195,106,0.4735,0.0415,0.5021,0.5746,134,0.4754,61,False,False
Standard OVER,hits+runs+rbis,L5>=4 + season_cush>=2,0.6552,29,19,0.4734,0.1631,0.4921,0.0,1,0.6786,28,False,False
Standard UNDER,pitcher_ks,L10>=8 + opp_bats_Strong,0.6552,29,19,0.4734,0.1317,0.5235,0.75,12,0.5882,17,False,False
Standard UNDER,total_bases,L5>=4 + opp_bats_Strong,0.5245,368,193,0.4734,-0.0127,0.5372,0.5209,215,0.5294,153,False,False
Goblin OVER,singles,cover>=2,0.6818,22,15,0.4732,0.1422,0.5396,1.0,3,0.6316,19,False,False
Goblin OVER,singles,L5>=4 + cover>=2,0.6818,22,15,0.4732,0.1422,0.5396,1.0,3,0.6316,19,False,False
Goblin OVER,runs,L5=5 + own_pitch_stingy,0.6818,22,15,0.4732,0.1555,0.5263,0.7143,21,0.0,1,False,False
Standard OVER,rbis,own_pitch_stingy,0.6818,22,15,0.4732,0.1818,0.5,0.6667,12,0.7,10,False,False
Goblin OVER,hits,L5=5 + BA>=.300 + opp_pitch_stingy,0.6316,38,24,0.4728,0.037,0.5946,0.6562,32,0.5,6,False,False
Goblin OVER,total_bases,L5=5 + BA>=.300 + opp_pitch_stingy,0.6316,38,24,0.4728,0.037,0.5946,0.6562,32,0.5,6,False,False
Standard UNDER,earned_runs,L5>=4 + own_pitch_stingy,0.6316,38,24,0.4728,0.0518,0.5798,0.4444,9,0.6897,29,False,False
Standard UNDER,hits+runs+rbis,line_2.5+,0.55,160,88,0.4726,0.0151,0.5349,0.5304,115,0.6,45,False,False
Standard OVER,hits,cover>=1,0.55,160,88,0.4726,0.0726,0.4774,0.4906,53,0.5794,107,False,False
Standard UNDER,plate_appearances,BA>=.275 + opp_pitch_leaky,0.5968,62,37,0.4725,0.0305,0.5663,0.6364,11,0.5882,51,False,False
Standard UNDER,pitches_thrown,own_pitch_stingy,0.5158,506,261,0.4723,-0.007,0.5228,0.5326,276,0.4957,230,False,False
Standard OVER,singles,own_pitch_stingy,0.4949,1867,924,0.4723,0.0087,0.4862,0.4858,916,0.5037,951,False,False
Standard UNDER,hits,L5>=4 + opp_bats_Strong,0.5339,251,134,0.4721,-0.0214,0.5553,0.5323,124,0.5354,127,False,False
Standard OVER,singles,opp_pitch_stingy,0.4971,1533,762,0.4721,0.0109,0.4862,0.4801,829,0.517,704,False,False
Standard UNDER,hits+runs+rbis,cover>=0.5,0.5268,317,167,0.4719,-0.0081,0.5349,0.5625,80,0.5148,237,False,False
Standard UNDER,hits,L5=5,0.5564,133,74,0.4716,0.0011,0.5553,0.5263,38,0.5684,95,False,False
Standard OVER,singles,line_0.5,0.4862,4280,2081,0.4713,0.0,0.4862,0.484,2246,0.4887,2034,False,False
Standard OVER,hits+runs+rbis,own_pitch_leaky,0.4935,1929,952,0.4712,0.0014,0.4921,0.5079,947,0.4796,982,False,False
Standard UNDER,total_bases,L5=5 + opp_bats_Strong,0.5783,83,48,0.4709,0.0411,0.5372,0.575,40,0.5814,43,False,False
Standard OVER,hits+runs+rbis,L5=5 + own_bats_Strong,0.6078,51,31,0.4708,0.1157,0.4921,0.7,10,0.5854,41,False,False
Standard OVER,singles,opp_bats_Strong,0.4947,1686,834,0.4708,0.0085,0.4862,0.4786,886,0.5125,800,False,False
Standard UNDER,hits+runs+rbis,L10>=8 + own_pitch_leaky,0.5388,206,111,0.4707,0.0039,0.5349,0.4722,72,0.5746,134,False,False
Goblin OVER,plate_appearances,L5>=4 + own_pitch_leaky,0.625,40,25,0.4703,0.1105,0.5145,0.4,5,0.6571,35,False,False
Standard UNDER,hits,L5>=4 + L10>=8,0.551,147,81,0.4703,-0.0043,0.5553,0.5161,31,0.5603,116,False,False
Standard UNDER,runs,cover>=0.5,0.5331,242,129,0.4702,-0.0093,0.5424,0.5432,81,0.528,161,False,False
Standard UNDER,runs,L5>=4 + cover>=0.5,0.5331,242,129,0.4702,-0.0093,0.5424,0.5432,81,0.528,161,False,False
Standard OVER,walks,K%>=28,0.5497,151,83,0.4701,0.0546,0.4951,0.602,98,0.4528,53,False,False
Standard OVER,earned_runs,own_bats_Strong,0.5497,151,83,0.4701,0.0593,0.4904,0.5238,42,0.5596,109,False,False
Standard OVER,singles,own_bats_Strong,0.4928,1800,887,0.4697,0.0066,0.4862,0.4762,989,0.5129,811,False,False
Goblin OVER,runs,L5>=4,0.5466,161,88,0.4695,0.0203,0.5263,0.5547,128,0.5152,33,False,False
Standard UNDER,walks_allowed,own_pitch_stingy,0.5466,161,88,0.4695,0.0452,0.5014,0.5818,110,0.4706,51,False,False
Standard OVER,pitcherfantasyscore,line_2.5+,0.5156,448,231,0.4694,0.0,0.5156,0.5156,448,,0,False,False
Standard UNDER,runs,L5>=4 + L10>=8,0.5583,120,67,0.469,0.0159,0.5424,0.5517,58,0.5645,62,False,False
Goblin OVER,singles,K%>=22,0.5165,424,219,0.469,-0.0231,0.5396,0.5322,233,0.4974,191,False,False
Standard UNDER,hits,L10>=8 + cover>=0.5,0.5574,122,68,0.4688,0.0021,0.5553,0.6,20,0.549,102,False,False
Standard UNDER,pitches_thrown,season_cush>=2,0.5231,325,170,0.4688,0.0003,0.5228,0.5588,68,0.5136,257,False,False
Standard OVER,pitcher_ks,L10>=8 + opp_bats_Strong,0.7059,17,12,0.4687,0.2056,0.5003,0.6667,6,0.7273,11,False,False
Goblin OVER,pitcherfantasyscore,L10>=9 + own_pitch_stingy,0.7059,17,12,0.4687,0.0303,0.6756,0.7059,17,,0,False,False
Standard UNDER,hitter_ks,L10>=8 + own_bats_Strong,0.7059,17,12,0.4687,0.1555,0.5504,0.75,16,0.0,1,False,False
Standard UNDER,hits+runs+rbis,L5>=4 + opp_pitch_stingy,0.5244,307,161,0.4686,-0.0105,0.5349,0.5414,133,0.5115,174,False,False
Standard UNDER,singles,L5>=4 + L10>=8,0.5389,193,104,0.4685,0.0018,0.5371,0.5139,72,0.5537,121,False,False
Standard UNDER,pitcher_ks,L5=5,0.6,55,33,0.4681,0.0765,0.5235,0.5667,30,0.64,25,False,False
Standard UNDER,total_bases,L10>=8 + cover>=0.5,0.5538,130,72,0.4681,0.0166,0.5372,0.6111,18,0.5446,112,False,False
Standard UNDER,runs,L5>=4 + own_pitch_leaky,0.5325,231,123,0.4681,-0.0099,0.5424,0.5312,192,0.5385,39,False,False
Standard UNDER,singles,L5>=4 + K%>=22,0.5306,245,130,0.4681,-0.0065,0.5371,0.5275,91,0.5325,154,False,False
Standard OVER,hits+runs+rbis,opp_bats_Strong,0.4898,2015,987,0.468,-0.0023,0.4921,0.5005,961,0.4801,1054,False,False
Goblin OVER,singles,L10>=8 + cover>=1,0.5811,74,43,0.4674,0.0415,0.5396,0.6667,12,0.5645,62,False,False
Standard UNDER,hitter_ks,L5>=4 + K%>=28,0.6667,24,16,0.4671,0.1163,0.5504,0.6364,22,1.0,2,False,False
Standard UNDER,plate_appearances,L10>=9 + K%>=22,0.6667,24,16,0.4671,0.1004,0.5663,1.0,4,0.6,20,False,False
Standard UNDER,singles,L10>=9 + K%>=22,0.5965,57,34,0.467,0.0594,0.5371,0.65,20,0.5676,37,False,False
Standard OVER,hitterfantasyscore,opp_bats_Strong,0.5019,785,394,0.467,0.0133,0.4886,0.5019,785,,0,False,False
Standard OVER,hitterfantasyscore,line_2.5+,0.4886,2026,990,0.4669,0.0,0.4886,0.4886,2026,,0,False,False
Standard OVER,hits+runs+rbis,opp_pitch_stingy,0.4884,2027,990,0.4667,-0.0037,0.4921,0.4951,1018,0.4817,1009,False,False
Standard UNDER,earned_runs,opp_bats_Strong,0.5443,158,86,0.4665,-0.0355,0.5798,0.5,56,0.5686,102,False,False
Standard OVER,pitching_outs,own_pitch_stingy,0.5437,160,87,0.4664,0.0416,0.5021,0.5688,109,0.4902,51,False,False
Goblin OVER,plate_appearances,L5>=4 + BA>=.275,0.6364,33,21,0.4662,0.1219,0.5145,0.5,4,0.6552,29,False,False
Goblin OVER,plate_appearances,L10>=8 + own_bats_Strong,0.6364,33,21,0.4662,0.1219,0.5145,0.6667,15,0.6111,18,False,False
Goblin OVER,runs,L5=5,0.6364,33,21,0.4662,0.1101,0.5263,0.6429,28,0.6,5,False,False
Goblin OVER,runs,L5=5 + K%>=22,0.6364,33,21,0.4662,0.1101,0.5263,0.6429,28,0.6,5,False,False
Goblin OVER,runs,L5=5 + line_0.5,0.6364,33,21,0.4662,0.1101,0.5263,0.6429,28,0.6,5,False,False
Goblin OVER,runs,own_pitch_leaky,0.5192,339,176,0.4661,-0.0071,0.5263,0.5402,261,0.4487,78,False,False
Standard OVER,pitches_thrown,own_pitch_leaky,0.5347,202,108,0.4659,0.031,0.5037,0.4857,105,0.5876,97,False,False
Standard UNDER,hits+runs+rbis,L5>=4 + cover>=0.5,0.5209,311,162,0.4655,-0.014,0.5349,0.5641,78,0.5064,233,False,False
Standard UNDER,singles,L5>=4 + own_pitch_leaky,0.5209,311,162,0.4655,-0.0162,0.5371,0.5101,149,0.5309,162,False,False
Goblin OVER,singles,L10>=8 + own_pitch_leaky,0.5902,61,36,0.465,0.0506,0.5396,0.625,32,0.5517,29,False,False
Standard OVER,hits+runs+rbis,own_pitch_stingy,0.4859,2198,1068,0.465,-0.0062,0.4921,0.4754,1079,0.496,1119,False,False
Standard UNDER,hits+runs+rbis,L10>=8 + opp_pitch_leaky,0.5226,287,150,0.4649,-0.0123,0.5349,0.4943,87,0.535,200,False,False
Goblin OVER,plate_appearances,opp_pitch_stingy,0.504,621,313,0.4648,-0.0105,0.5145,0.4744,293,0.5305,328,False,False
Standard UNDER,hitterfantasyscore,opp_pitch_leaky,0.5115,434,222,0.4646,-0.021,0.5325,0.5115,434,,0,False,False
Standard UNDER,pitches_thrown,opp_bats_Strong,0.5096,471,240,0.4645,-0.0132,0.5228,0.5191,262,0.4976,209,False,False
Standard OVER,singles,L5>=4 + own_bats_Strong,0.5277,235,124,0.4639,0.0415,0.4862,0.5278,108,0.5276,127,False,False
Standard OVER,pitcher_ks,own_pitch_leaky,0.5032,616,310,0.4639,0.0029,0.5003,0.4974,378,0.5126,238,False,False
Standard UNDER,walks,own_pitch_stingy,0.5281,231,122,0.4638,0.0178,0.5103,0.5337,163,0.5147,68,False,False
Standard UNDER,walks_allowed,opp_pitch_stingy,0.5455,143,78,0.4637,0.0441,0.5014,0.6292,89,0.4074,54,False,False
Standard UNDER,walks,line_0.5,0.5103,437,223,0.4635,0.0,0.5103,0.5099,304,0.5113,133,False,False
Goblin OVER,singles,L5>=4 + cover>=1.5,0.5625,96,54,0.4628,0.0229,0.5396,0.6842,38,0.4828,58,False,False
Standard UNDER,hits,L10>=8 + own_pitch_stingy,0.5612,98,55,0.4625,0.0059,0.5553,0.5556,27,0.5634,71,False,False
Standard UNDER,pitcher_ks,own_pitch_leaky,0.5059,508,257,0.4625,-0.0176,0.5235,0.5035,286,0.509,222,False,False
Standard UNDER,pitches_thrown,L10>=8,0.5577,104,58,0.4619,0.0349,0.5228,0.5455,44,0.5667,60,False,False
Standard UNDER,pitching_outs,L5>=4 + opp_bats_Strong,0.6,50,30,0.4618,0.1055,0.4945,0.7,20,0.5333,30,False,False
Standard UNDER,plate_appearances,L10>=8 + own_pitch_stingy,0.6,50,30,0.4618,0.0337,0.5663,0.8,5,0.5778,45,False,False
Goblin OVER,singles,L5>=4 + cover>=0.5,0.5185,297,154,0.4618,-0.0211,0.5396,0.5128,78,0.5205,219,False,False
Standard OVER,pitches_thrown,line_2.5+,0.5037,544,274,0.4618,0.0,0.5037,0.4528,307,0.5696,237,False,False
Standard UNDER,hitter_ks,L5>=4 + own_bats_Strong,0.5556,108,60,0.4615,0.0052,0.5504,0.5534,103,0.6,5,False,False
Standard OVER,singles,L5>=4 + cover>=1,0.5196,281,146,0.4613,0.0334,0.4862,0.5397,63,0.5138,218,False,False
Standard OVER,pitcher_ks,opp_pitch_leaky,0.5038,528,266,0.4613,0.0035,0.5003,0.4866,337,0.534,191,False,False
Standard UNDER,pitching_outs,opp_bats_Strong,0.5199,277,144,0.4612,0.0254,0.4945,0.5304,115,0.5123,162,False,False
Standard UNDER,hits,L10>=9 + opp_pitch_stingy,0.6216,37,23,0.461,0.0663,0.5553,0.625,8,0.6207,29,False,False
Standard UNDER,hits,L10>=9 + own_pitch_leaky,0.6216,37,23,0.461,0.0663,0.5553,0.8,10,0.5556,27,False,False
Standard UNDER,hits,L5>=4 + own_bats_Strong,0.5297,202,107,0.461,-0.0256,0.5553,0.5,96,0.5566,106,False,False
Goblin OVER,singles,L5>=4 + own_pitch_stingy,0.53,200,106,0.4609,-0.0096,0.5396,0.4722,72,0.5625,128,False,False
Standard UNDER,singles,L10>=8 + opp_pitch_leaky,0.53,200,106,0.4609,-0.0071,0.5371,0.5342,73,0.5276,127,False,False
Standard UNDER,hitter_ks,L5>=4,0.5159,314,162,0.4608,-0.0345,0.5504,0.5166,302,0.5,12,False,False
Standard OVER,hits+runs+rbis,own_bats_Strong,0.4818,2138,1030,0.4606,-0.0103,0.4921,0.4818,1042,0.4818,1096,False,False
Standard UNDER,pitcherfantasyscore,opp_pitch_leaky,0.5349,172,92,0.4604,0.0268,0.5081,0.5349,172,,0,False,False
Standard UNDER,pitching_outs,own_pitch_leaky,0.5164,304,157,0.4604,0.0219,0.4945,0.4932,146,0.538,158,False,False
Standard UNDER,walks,opp_bats_Strong,0.5357,168,90,0.4603,0.0254,0.5103,0.5333,105,0.5397,63,False,False
Goblin OVER,singles,L10>=9 + cover>=1,0.6842,19,13,0.4601,0.1446,0.5396,0.75,8,0.6364,11,False,False
Standard UNDER,hitter_ks,L10>=8 + own_pitch_stingy,0.6842,19,13,0.4601,0.1338,0.5504,0.7222,18,0.0,1,False,False
Standard OVER,walks,L10>=8 + own_pitch_stingy,0.6842,19,13,0.4601,0.1891,0.4951,0.6,10,0.7778,9,False,False
Standard UNDER,hits_allowed,own_pitch_leaky,0.517,294,152,0.46,0.0241,0.4929,0.4913,173,0.5537,121,False,False
Standard OVER,total_bases,BA>=.275 + opp_pitch_leaky,0.5177,282,146,0.4596,0.0674,0.4503,0.5217,184,0.5102,98,False,False
Goblin OVER,hits+runs+rbis,L5=5 + K%>=28 + opp_pitch_stingy,0.5893,56,33,0.4588,-0.0438,0.6331,0.6087,23,0.5758,33,False,False
Standard UNDER,earned_runs,L5>=4,0.5647,85,48,0.4588,-0.0151,0.5798,0.5,20,0.5846,65,False,False
Standard UNDER,pitching_outs,line_2.5+,0.4945,732,362,0.4584,0.0,0.4945,0.479,334,0.5075,398,False,False
Standard UNDER,runs,L5=5 + K%>=22 + opp_pitch_leaky,0.6429,28,18,0.4583,0.1005,0.5424,0.6667,18,0.6,10,False,False
Goblin OVER,pitcherfantasyscore,L10>=8 + opp_pitch_leaky,0.6429,28,18,0.4583,-0.0327,0.6756,0.6429,28,,0,False,False
Standard UNDER,runs,BA>=.275,0.506,415,210,0.4581,-0.0364,0.5424,0.4852,270,0.5448,145,False,False
Standard UNDER,hits+runs+rbis,L5=5 + opp_pitch_stingy,0.5862,58,34,0.458,0.0513,0.5349,0.5333,15,0.6047,43,False,False
Standard OVER,pitching_outs,line_2.5+,0.5021,482,242,0.4576,0.0,0.5021,0.5108,325,0.4841,157,False,False
Standard UNDER,walks,L5>=4,0.5325,169,90,0.4574,0.0222,0.5103,0.5294,119,0.54,50,False,False
Standard UNDER,pitcherfantasyscore,line_2.5+,0.5081,372,189,0.4574,0.0,0.5081,0.5081,372,,0,False,False
Standard UNDER,total_bases,L5=5 + K%>=28,0.6098,41,25,0.4573,0.0726,0.5372,0.7143,21,0.5,20,False,False
Standard UNDER,singles,L5=5 + opp_pitch_stingy,0.5833,60,35,0.4573,0.0462,0.5371,0.5517,29,0.6129,31,False,False
Standard OVER,total_bases,season_cush>=1,0.5221,226,118,0.4572,0.0718,0.4503,0.4426,61,0.5515,165,False,False
Standard OVER,total_bases,L5>=4,0.5133,300,154,0.457,0.063,0.4503,0.5058,172,0.5234,128,False,False
Standard UNDER,hits+runs+rbis,L5>=4 + BA>=.275,0.5385,143,77,0.4568,0.0036,0.5349,0.4717,53,0.5778,90,False,False
Standard OVER,singles,L5>=4 + own_pitch_stingy,0.5231,216,113,0.4567,0.0369,0.4862,0.5181,83,0.5263,133,False,False
Standard UNDER,hitter_ks,opp_pitch_stingy,0.5178,253,131,0.4564,-0.0326,0.5504,0.5203,246,0.4286,7,False,False
Standard UNDER,hits+runs+rbis,L10>=9 + opp_bats_Strong,0.5781,64,37,0.4561,0.0432,0.5349,0.6667,18,0.5435,46,False,False
Standard OVER,walks_allowed,own_pitch_leaky,0.5248,202,106,0.4561,0.0258,0.499,0.4924,132,0.5857,70,False,False
Standard OVER,hitterfantasyscore,K%>=22,0.4869,996,485,0.456,-0.0017,0.4886,0.4869,996,,0,False,False
Standard OVER,pitcher_ks,own_bats_Strong,0.4945,639,316,0.4559,-0.0058,0.5003,0.4826,402,0.5148,237,False,False
Standard OVER,walks_allowed,opp_bats_Strong,0.5255,196,103,0.4558,0.0265,0.499,0.4831,118,0.5897,78,False,False
Standard UNDER,hits_allowed,line_2.5+,0.4928,692,341,0.4557,-0.0001,0.4929,0.4846,421,0.5055,271,False,False
Standard UNDER,runs,L5>=4 + own_pitch_stingy,0.5197,229,119,0.4552,-0.0227,0.5424,0.512,125,0.5288,104,False,False
Goblin OVER,plate_appearances,own_pitch_leaky,0.4916,716,352,0.4551,-0.0229,0.5145,0.5343,350,0.4508,366,False,False
Goblin OVER,singles,L5>=4 + BA>=.275,0.5281,178,94,0.4549,-0.0115,0.5396,0.5082,61,0.5385,117,False,False
Standard OVER,hits,own_bats_Strong,0.498,512,255,0.4549,0.0206,0.4774,0.461,295,0.5484,217,False,False
Standard OVER,hits,opp_pitch_leaky,0.4956,573,284,0.4549,0.0182,0.4774,0.4723,343,0.5304,230,False,False
Standard OVER,singles,opp_pitch_leaky,0.4779,1806,863,0.4549,-0.0083,0.4862,0.4757,927,0.4801,879,False,False
Standard UNDER,hits,L10>=8 + K%>=22,0.5284,176,93,0.4548,-0.0269,0.5553,0.4318,44,0.5606,132,False,False
Standard OVER,hits,own_pitch_stingy,0.4925,668,329,0.4548,0.0151,0.4774,0.4915,413,0.4941,255,False,False
Standard UNDER,total_bases,L5>=4 + opp_pitch_leaky,0.5072,345,175,0.4547,-0.03,0.5372,0.4885,217,0.5391,128,False,False
Standard UNDER,plate_appearances,L10>=9,0.6,45,27,0.4545,0.0337,0.5663,0.5556,9,0.6111,36,False,False
Standard UNDER,pitcher_ks,L5>=4 + season_cush>=1,0.5676,74,42,0.4541,0.0441,0.5235,0.4737,19,0.6,55,False,False
Standard OVER,hits,line_0.5,0.4779,1676,801,0.4541,0.0005,0.4774,0.4642,1019,0.4992,657,False,False
Standard OVER,singles,own_pitch_leaky,0.4782,1606,768,0.4539,-0.008,0.4862,0.4675,909,0.4921,697,False,False
Standard OVER,singles,L5=5 + opp_pitch_stingy + cover>=1,0.6667,21,14,0.4537,0.1805,0.4862,0.7143,7,0.6429,14,False,False
Standard OVER,earned_runs,L5>=4 + own_pitch_leaky,0.6667,21,14,0.4537,0.1763,0.4904,0.8,5,0.625,16,False,False
Standard UNDER,hits+runs+rbis,L10>=8 + own_bats_Strong,0.5222,203,106,0.4537,-0.0127,0.5349,0.4638,69,0.5522,134,False,False
Standard UNDER,total_bases,L10>=8 + K%>=22,0.5222,203,106,0.4537,-0.015,0.5372,0.4815,54,0.5369,149,False,False
Goblin OVER,plate_appearances,L5>=4 + own_bats_Strong,0.5957,47,28,0.4534,0.0812,0.5145,0.6667,3,0.5909,44,False,False
Standard UNDER,pitches_thrown,L10>=8 + season_cush>=2,0.5957,47,28,0.4534,0.0729,0.5228,0.5714,14,0.6061,33,False,False
Standard UNDER,hitter_ks,L5>=4 + BA>=.275,0.5957,47,28,0.4534,0.0453,0.5504,0.6087,46,0.0,1,False,False
Standard OVER,total_bases,L5>=4 + own_bats_Strong,0.5352,142,76,0.4533,0.0849,0.4503,0.494,83,0.5932,59,False,False
Goblin OVER,singles,L5=5 + cover>=0.5,0.5595,84,47,0.4531,0.0199,0.5396,0.6579,38,0.4783,46,False,False
Goblin OVER,singles,L5=5 + cover>=1,0.5595,84,47,0.4531,0.0199,0.5396,0.6579,38,0.4783,46,False,False
Standard OVER,pitches_thrown,opp_bats_Strong,0.5174,230,119,0.4531,0.0137,0.5037,0.4516,124,0.5943,106,False,False
Standard OVER,walks,K%>=22,0.5103,290,148,0.4531,0.0152,0.4951,0.5372,188,0.4608,102,False,False
Goblin OVER,plate_appearances,L5>=4,0.5581,86,48,0.4529,0.0436,0.5145,0.4286,7,0.5696,79,False,False
Standard OVER,singles,L5>=4,0.4969,489,243,0.4528,0.0107,0.4862,0.4974,193,0.4966,296,False,False
Goblin OVER,walks,line_0.5,0.5106,284,145,0.4527,0.0,0.5106,0.4978,231,0.566,53,False,False
Standard OVER,pitcher_ks,L5>=4 + season_cush>=1,0.5918,49,29,0.4525,0.0915,0.5003,0.5714,7,0.5952,42,False,False
Standard UNDER,pitcher_ks,L10>=8,0.5521,96,53,0.4525,0.0286,0.5235,0.4872,39,0.5965,57,False,False
Standard UNDER,total_bases,L10>=8 + K%>=28,0.5446,112,61,0.4525,0.0074,0.5372,0.4667,30,0.5732,82,False,False
Standard UNDER,pitcher_ks,L5>=4 + own_bats_Strong,0.5439,114,62,0.4525,0.0204,0.5235,0.48,50,0.5938,64,False,False
Standard OVER,runs,opp_pitch_leaky,0.4809,1179,567,0.4525,0.0248,0.4561,0.4451,719,0.537,460,False,False
Standard OVER,hits,L5>=4 + cover>=0.5,0.549,102,56,0.4524,0.0716,0.4774,0.6111,18,0.5357,84,False,False
Standard UNDER,hits,L5=5 + cover>=1,0.5481,104,57,0.4524,-0.0072,0.5553,0.3333,9,0.5684,95,False,False
Goblin OVER,runs,L5>=4 + K%>=22,0.5463,108,59,0.4524,0.02,0.5263,0.5698,86,0.4545,22,False,False
Goblin OVER,runs,opp_pitch_stingy,0.5249,181,95,0.4524,-0.0014,0.5263,0.5252,139,0.5238,42,False,False
Standard OVER,hits+runs+rbis,cover>=1,0.4978,460,229,0.4523,0.0057,0.4921,0.5055,91,0.4959,369,False,False
Standard OVER,hitterfantasyscore,own_pitch_stingy,0.4861,829,403,0.4522,-0.0025,0.4886,0.4861,829,,0,False,False
Goblin OVER,plate_appearances,K%>=28,0.5185,216,112,0.4521,0.004,0.5145,0.5143,105,0.5225,111,False,False
Standard OVER,walks,line_0.5,0.4951,511,253,0.452,0.0,0.4951,0.4986,349,0.4877,162,False,False
Standard OVER,walks_allowed,line_1.5,0.4978,450,224,0.4518,-0.0012,0.499,0.4848,264,0.5161,186,False,False
Standard UNDER,hits_allowed,L5>=4,0.5263,171,90,0.4517,0.0334,0.4929,0.4771,109,0.6129,62,False,False
Standard UNDER,runs,cover>=1,0.5849,53,31,0.4509,0.0425,0.5424,0.65,20,0.5455,33,False,False
Standard UNDER,runs,L5>=4 + cover>=1,0.5849,53,31,0.4509,0.0425,0.5424,0.65,20,0.5455,33,False,False
Standard UNDER,runs,L5=5 + cover>=1,0.5849,53,31,0.4509,0.0425,0.5424,0.65,20,0.5455,33,False,False
Goblin OVER,singles,L5>=4,0.5014,367,184,0.4505,-0.0382,0.5396,0.473,148,0.5205,219,False,False
Goblin OVER,hitterfantasyscore,L10=10 + own_bats_Strong,0.6176,34,21,0.4504,-0.0484,0.666,0.6176,34,,0,False,False
Standard OVER,pitching_outs,L5>=4 + opp_bats_Strong,0.6176,34,21,0.4504,0.1155,0.5021,0.6087,23,0.6364,11,False,False
Standard UNDER,hits,L5=5 + opp_pitch_stingy,0.5818,55,32,0.4503,0.0265,0.5553,0.5,16,0.6154,39,False,False
Standard UNDER,runs,L10>=8 + opp_pitch_leaky,0.5302,149,79,0.4503,-0.0122,0.5424,0.5079,63,0.5465,86,False,False
Standard OVER,pitching_outs,opp_bats_Strong,0.5211,190,99,0.4503,0.019,0.5021,0.5156,128,0.5323,62,False,False
Goblin OVER,total_bases,L5=5 + opp_pitch_stingy + season_cush>=1,0.5306,147,78,0.4502,-0.064,0.5946,0.5789,38,0.5138,109,False,False
Standard UNDER,walks_allowed,line_1.5,0.5047,319,161,0.4501,0.0033,0.5014,0.5357,196,0.4553,123,False,False
Standard OVER,total_bases,cover>=2,0.5161,217,112,0.4499,0.0658,0.4503,0.434,53,0.5427,164,False,False
Standard UNDER,pitches_thrown,L5>=4 + opp_bats_Strong,0.5789,57,33,0.4498,0.0561,0.5228,0.6333,30,0.5185,27,False,False
Standard OVER,pitcherfantasyscore,own_pitch_leaky,0.522,182,95,0.4497,0.0064,0.5156,0.522,182,,0,False,False
