book,prop,gate,hr,n,hits,wilson_low,lift_vs_base,base_hr,train_hr,train_n,oos_hr,oos_n,ticket_clear,oos_ticket_clear
Standard UNDER,plate_appearances,L5>=4 + season_cush>=1,0.5172,29,15,0.3443,-0.0491,0.5663,0.4,5,0.5417,24,False,False
Standard UNDER,walks,BA>=.275 + opp_pitch_leaky,0.5172,29,15,0.3443,0.0069,0.5103,0.4444,18,0.6364,11,False,False
Standard UNDER,earned_runs,L5>=4 + own_pitch_leaky,0.5172,29,15,0.3443,-0.0626,0.5798,0.5714,7,0.5,22,False,False
Standard UNDER,walks,K%>=28,0.42,150,63,0.344,-0.0903,0.5103,0.4476,105,0.3556,45,False,False
Standard UNDER,pitching_outs,season_cush>=2,0.4432,88,39,0.3439,-0.0513,0.4945,0.2667,15,0.4795,73,False,False
Standard UNDER,plate_appearances,L5>=4 + opp_pitch_stingy,0.4559,68,31,0.343,-0.1104,0.5663,0.4615,13,0.4545,55,False,False
Standard UNDER,runs,L5=5 + own_pitch_stingy,0.4878,41,20,0.3425,-0.0546,0.5424,0.5,24,0.4706,17,False,False
Standard UNDER,pitches_thrown,L10>=8 + own_bats_Strong,0.4878,41,20,0.3425,-0.035,0.5228,0.65,20,0.3333,21,False,False
Standard UNDER,singles,L10>=8 + opp_pitch_stingy + cover>=1,0.55,20,11,0.3421,0.0129,0.5371,0.25,4,0.625,16,False,False
Standard OVER,runs,L5=5 + opp_pitch_leaky,0.55,20,11,0.3421,0.0939,0.4561,0.3,10,0.8,10,False,False
Standard UNDER,hits,BA>=.275 + opp_pitch_leaky,0.55,20,11,0.3421,-0.0053,0.5553,0.5294,17,0.6667,3,False,False
Standard OVER,pitcher_ks,cover>=0.5,0.55,20,11,0.3421,0.0497,0.5003,0.5,4,0.5625,16,False,False
Standard OVER,pitcherfantasyscore,L5>=4 + own_bats_Strong,0.55,20,11,0.3421,0.0344,0.5156,0.55,20,,0,False,False
Standard OVER,singles,L10>=8 + own_pitch_stingy,0.4262,122,52,0.342,-0.06,0.4862,0.2609,23,0.4646,99,False,False
Standard OVER,pitches_thrown,L5>=4 + own_pitch_stingy,0.4783,46,22,0.3412,-0.0254,0.5037,0.5,26,0.45,20,False,False
Standard OVER,hitter_ks,L5=5,0.4474,76,34,0.3408,-0.0157,0.4631,0.4595,74,0.0,2,False,False
Standard OVER,hitter_ks,L5=5 + line_0.5,0.4474,76,34,0.3408,-0.0157,0.4631,0.4595,74,0.0,2,False,False
Standard UNDER,hits+runs+rbis,season_cush>=1,0.5,34,17,0.3407,-0.0349,0.5349,0.25,8,0.5769,26,False,False
Standard OVER,pitching_outs,L5>=4 + own_pitch_leaky,0.5,34,17,0.3407,-0.0021,0.5021,0.3043,23,0.9091,11,False,False
Standard OVER,pitching_outs,L5>=4 + own_bats_Strong,0.5,34,17,0.3407,-0.0021,0.5021,0.3913,23,0.7273,11,False,False
Standard UNDER,total_bases,L10>=9 + opp_bats_Strong,0.4706,51,24,0.3405,-0.0666,0.5372,0.5714,14,0.4324,37,False,False
Standard UNDER,pitching_outs,L5>=4 + season_cush>=1,0.4706,51,24,0.3405,-0.0239,0.4945,0.3333,6,0.4889,45,False,False
Standard UNDER,singles,L5=5 + own_pitch_leaky,0.4507,71,32,0.3405,-0.0864,0.5371,0.4681,47,0.4167,24,False,False
Standard OVER,hitter_ks,BA>=.275,0.4101,178,73,0.3405,-0.053,0.4631,0.3966,174,1.0,4,False,False
Standard OVER,plate_appearances,opp_pitch_leaky,0.4362,94,41,0.3404,0.0463,0.3899,0.4848,33,0.4098,61,False,False
Standard OVER,pitcher_ks,L10>=8,0.4643,56,26,0.3402,-0.036,0.5003,0.4286,21,0.4857,35,False,False
Standard OVER,hitterfantasyscore,K%>=28 + opp_pitch_stingy,0.425,120,51,0.3402,-0.0636,0.4886,0.425,120,,0,False,False
Standard OVER,runs,L5>=4 + opp_pitch_stingy,0.459,61,28,0.3401,0.0029,0.4561,0.4359,39,0.5,22,False,False
Standard UNDER,hits+runs+rbis,BA>=.300,0.4299,107,46,0.3401,-0.105,0.5349,0.4167,48,0.4407,59,False,False
Standard OVER,hits+runs+rbis,L5=5 + own_pitch_leaky + cover>=1,0.5185,27,14,0.3399,0.0264,0.4921,0.5,6,0.5238,21,False,False
Standard OVER,hits+runs+rbis,L5=5 + own_pitch_stingy + cover>=1,0.5185,27,14,0.3399,0.0264,0.4921,0.6364,11,0.4375,16,False,False
Goblin OVER,runs,L10>=8 + own_bats_Strong,0.5185,27,14,0.3399,-0.0078,0.5263,0.4444,18,0.6667,9,False,False
Goblin OVER,runs,L10>=8 + K%>=22,0.5185,27,14,0.3399,-0.0078,0.5263,0.4444,18,0.6667,9,False,False
Standard UNDER,hits_allowed,L5>=4 + L10>=8,0.5185,27,14,0.3399,0.0256,0.4929,0.4444,9,0.5556,18,False,False
Standard UNDER,plate_appearances,L10>=8 + K%>=22 + opp_pitch_stingy,0.5185,27,14,0.3399,-0.0478,0.5663,0.8333,6,0.4286,21,False,False
Standard OVER,hits+runs+rbis,L10>=8 + opp_bats_Strong,0.4405,84,37,0.3392,-0.0516,0.4921,0.4,30,0.463,54,False,False
Goblin OVER,singles,L5=5 + opp_pitch_leaky,0.4872,39,19,0.3386,-0.0524,0.5396,0.6842,19,0.3,20,False,False
Goblin OVER,singles,L5=5 + opp_pitch_leaky + cover>=1,0.4872,39,19,0.3386,-0.0524,0.5396,0.6842,19,0.3,20,False,False
Standard UNDER,total_bases,L10>=8 + BA>=.275,0.4872,39,19,0.3386,-0.05,0.5372,0.6111,18,0.381,21,False,False
Standard OVER,hitter_ks,K%>=28,0.4872,39,19,0.3386,0.0241,0.4631,0.4737,38,1.0,1,False,False
Standard UNDER,singles,L10>=9 + opp_pitch_leaky,0.4531,64,29,0.3373,-0.084,0.5371,0.5172,29,0.4,35,False,False
Standard OVER,singles,L5>=4 + K%>=28,0.5556,18,10,0.3372,0.0694,0.4862,0.0,2,0.625,16,False,False
Goblin OVER,singles,L10>=9 + opp_pitch_leaky,0.5556,18,10,0.3372,0.016,0.5396,0.6364,11,0.4286,7,False,False
Standard UNDER,total_bases,L5=5 + K%>=28 + opp_pitch_leaky,0.5556,18,10,0.3372,0.0184,0.5372,0.6667,6,0.5,12,False,False
Standard OVER,hits,L10>=8 + opp_pitch_leaky,0.5556,18,10,0.3372,0.0782,0.4774,0.5714,7,0.5455,11,False,False
Standard UNDER,plate_appearances,L10>=8 + K%>=28,0.5556,18,10,0.3372,-0.0107,0.5663,1.0,1,0.5294,17,False,False
Standard OVER,singles,L5=5 + own_pitch_stingy,0.4694,49,23,0.337,-0.0168,0.4862,0.36,25,0.5833,24,False,False
Standard UNDER,total_bases,L10>=9 + opp_pitch_leaky,0.463,54,25,0.3369,-0.0742,0.5372,0.6154,13,0.4146,41,False,False
Standard UNDER,total_bases,L10>=9 + cover>=1,0.5,32,16,0.3363,-0.0372,0.5372,0.5,2,0.5,30,False,False
Standard OVER,hits,L10>=8 + own_pitch_leaky,0.5,32,16,0.3363,0.0226,0.4774,0.6154,13,0.4211,19,False,False
Standard OVER,pitcher_ks,L5=5,0.5,32,16,0.3363,-0.0003,0.5003,0.4762,21,0.5455,11,False,False
Standard OVER,pitcher_ks,L10>=8 + opp_pitch_stingy,0.5,32,16,0.3363,-0.0003,0.5003,0.4444,9,0.5217,23,False,False
Standard OVER,pitches_thrown,L5>=4 + own_bats_Strong,0.5,32,16,0.3363,-0.0037,0.5037,0.5263,19,0.4615,13,False,False
Standard OVER,hits+runs+rbis,L10>=8 + opp_bats_Strong + cover>=1,0.52,25,13,0.335,0.0279,0.4921,0.6,5,0.5,20,False,False
Standard OVER,hits+runs+rbis,L5=5 + cover>=1.5,0.52,25,13,0.335,0.0279,0.4921,0.6667,6,0.4737,19,False,False
Standard OVER,singles,L10>=9 + cover>=1,0.52,25,13,0.335,0.0338,0.4862,0.6667,6,0.4737,19,False,False
Standard OVER,runs,L10>=8 + own_bats_Strong,0.52,25,13,0.335,0.0639,0.4561,0.4,5,0.55,20,False,False
Standard OVER,pitches_thrown,L5>=4 + season_cush>=2,0.52,25,13,0.335,0.0163,0.5037,0.6154,13,0.4167,12,False,False
Standard OVER,total_bases,season_HR>70%,0.4865,37,18,0.3345,0.0362,0.4503,0.5667,30,0.1429,7,False,False
Goblin OVER,hits,L10=10 + season_cush>=1,0.5625,16,9,0.3318,-0.0321,0.5946,0.25,4,0.6667,12,False,False
Standard OVER,total_bases,L10>=9 + own_bats_Strong,0.5625,16,9,0.3318,0.1122,0.4503,0.5,10,0.6667,6,False,False
Standard OVER,total_bases,L5=5 + opp_bats_Strong,0.5625,16,9,0.3318,0.1122,0.4503,0.625,8,0.5,8,False,False
Standard UNDER,runs,L10>=9 + BA>=.275,0.5625,16,9,0.3318,0.0201,0.5424,0.5455,11,0.6,5,False,False
Standard UNDER,runs,L5=5 + L10>=8 + own_pitch_stingy,0.5625,16,9,0.3318,0.0201,0.5424,0.8333,6,0.4,10,False,False
Standard OVER,hits,L10>=8 + own_pitch_stingy,0.5625,16,9,0.3318,0.0851,0.4774,0.5,2,0.5714,14,False,False
Goblin OVER,runs,L5=5 + opp_pitch_leaky,0.5625,16,9,0.3318,0.0362,0.5263,0.6,15,0.0,1,False,False
Goblin OVER,runs,L5=5 + K%>=22 + opp_pitch_leaky,0.5625,16,9,0.3318,0.0362,0.5263,0.6,15,0.0,1,False,False
Standard OVER,singles,L10>=8 + K%>=22 + opp_pitch_leaky,0.5,30,15,0.3315,0.0138,0.4862,0.25,4,0.5385,26,False,False
Standard OVER,runs,L10>=8,0.5,30,15,0.3315,0.0439,0.4561,0.4,5,0.52,25,False,False
Standard OVER,runs,L10>=8 + line_0.5,0.5,30,15,0.3315,0.0439,0.4561,0.4,5,0.52,25,False,False
Standard OVER,singles,L5=5,0.4359,78,34,0.3314,-0.0503,0.4862,0.3514,37,0.5122,41,False,False
Standard OVER,singles,L5=5 + line_0.5,0.4359,78,34,0.3314,-0.0503,0.4862,0.3514,37,0.5122,41,False,False
Goblin OVER,singles,L5=5 + own_bats_Strong,0.4857,35,17,0.3299,-0.0539,0.5396,0.6154,13,0.4091,22,False,False
Standard UNDER,walks_allowed,line_2.5+,0.4857,35,17,0.3299,-0.0157,0.5014,0.5,28,0.4286,7,False,False
Standard OVER,runs,L10>=8 + cover>=0.5,0.5217,23,12,0.3296,0.0656,0.4561,0.25,4,0.5789,19,False,False
Standard UNDER,pitching_outs,L10>=8 + opp_pitch_stingy,0.5217,23,12,0.3296,0.0272,0.4945,0.5,8,0.5333,15,False,False
Standard UNDER,pitcher_ks,L10>=8 + own_bats_Strong,0.475,40,19,0.3294,-0.0485,0.5235,0.4,15,0.52,25,False,False
Standard OVER,plate_appearances,line_2.5+,0.3899,218,85,0.3276,0.0,0.3899,0.4342,76,0.3662,142,False,False
Standard UNDER,hitterfantasyscore,L10>=8 + opp_bats_Strong,0.4483,58,26,0.3275,-0.0842,0.5325,0.4483,58,,0,False,False
Standard UNDER,total_bases,L5>=4 + BA>=.275,0.4211,95,40,0.3267,-0.1161,0.5372,0.4364,55,0.4,40,False,False
Standard UNDER,hits_allowed,L5>=4 + season_cush>=1,0.5,28,14,0.3263,0.0071,0.4929,0.4167,12,0.5625,16,False,False
Standard UNDER,total_bases,L5=5 + own_pitch_leaky,0.4394,66,29,0.3263,-0.0978,0.5372,0.3636,22,0.4773,44,False,False
Standard UNDER,hitterfantasyscore,L10>=8 + opp_pitch_leaky,0.4394,66,29,0.3263,-0.0931,0.5325,0.4394,66,,0,False,False
Standard UNDER,hits,L10>=9 + K%>=22,0.4651,43,20,0.3251,-0.0902,0.5553,0.5,4,0.4615,39,False,False
Standard OVER,hits+runs+rbis,L5=5 + own_pitch_leaky + season_cush>=1,0.5238,21,11,0.3237,0.0317,0.4921,0.5,2,0.5263,19,False,False
Standard UNDER,total_bases,L10>=8 + opp_bats_Strong + cover>=1,0.5238,21,11,0.3237,-0.0134,0.5372,0.5,2,0.5263,19,False,False
Standard OVER,runs,L5>=4 + L10>=8,0.5238,21,11,0.3237,0.0677,0.4561,0.25,4,0.5882,17,False,False
Standard UNDER,runs,L5=5 + opp_pitch_stingy,0.5238,21,11,0.3237,-0.0186,0.5424,0.5294,17,0.5,4,False,False
Standard OVER,hits,L10>=8 + K%>=28,0.5238,21,11,0.3237,0.0464,0.4774,0.5455,11,0.5,10,False,False
Standard UNDER,hitter_ks,L10>=8 + line_0.5,0.5238,21,11,0.3237,-0.0266,0.5504,0.6111,18,0.0,3,False,False
Standard UNDER,plate_appearances,L5=5 + own_bats_Strong,0.5238,21,11,0.3237,-0.0425,0.5663,0.3333,6,0.6,15,False,False
Standard OVER,walks_allowed,L5>=4 + cover>=0.5,0.5238,21,11,0.3237,0.0248,0.499,0.6667,6,0.4667,15,False,False
Standard OVER,pitcherfantasyscore,L5>=4 + opp_pitch_leaky,0.5238,21,11,0.3237,0.0082,0.5156,0.5238,21,,0,False,False
Standard OVER,hits+runs+rbis,L10>=8 + own_pitch_leaky + season_cush>=1,0.4565,46,21,0.3215,-0.0356,0.4921,0.375,8,0.4737,38,False,False
Standard UNDER,hits+runs+rbis,L10>=8 + K%>=28 + opp_pitch_leaky,0.4565,46,21,0.3215,-0.0784,0.5349,0.4375,16,0.4667,30,False,False
Standard OVER,singles,L10>=8 + cover>=1,0.4267,75,32,0.321,-0.0595,0.4862,0.375,16,0.4407,59,False,False
Standard OVER,hits+runs+rbis,L5=5 + opp_pitch_stingy + cover>=1,0.5,26,13,0.3206,0.0079,0.4921,0.5556,9,0.4706,17,False,False
Standard OVER,singles,L5=5 + opp_bats_Strong,0.5,26,13,0.3206,0.0138,0.4862,0.4545,11,0.5333,15,False,False
Standard OVER,singles,L10>=8 + BA>=.275 + opp_pitch_stingy,0.5,26,13,0.3206,0.0138,0.4862,0.6364,11,0.4,15,False,False
Standard UNDER,hits+runs+rbis,cover>=1,0.5,26,13,0.3206,-0.0349,0.5349,,0,0.5,26,False,False
Standard UNDER,runs,L10>=8 + opp_pitch_leaky + cover>=1,0.5,26,13,0.3206,-0.0424,0.5424,0.375,8,0.5556,18,False,False
Standard OVER,total_bases,L10>=8 + own_bats_Strong,0.4634,41,19,0.3206,0.0131,0.4503,0.3333,15,0.5385,26,False,False
Standard UNDER,pitcher_ks,L10>=8 + own_pitch_stingy,0.4634,41,19,0.3206,-0.0601,0.5235,0.3913,23,0.5556,18,False,False
Standard OVER,hitter_ks,L5>=4 + opp_bats_Strong,0.4149,94,39,0.3205,-0.0482,0.4631,0.4149,94,,0,False,False
Standard UNDER,total_bases,L5=5 + opp_pitch_leaky + cover>=1,0.4722,36,17,0.3199,-0.065,0.5372,0.0,2,0.5,34,False,False
Standard UNDER,hits,L10>=9 + cover>=1,0.4722,36,17,0.3199,-0.0831,0.5553,0.5,4,0.4688,32,False,False
Standard OVER,pitches_thrown,L10>=8,0.4839,31,15,0.3197,-0.0198,0.5037,0.5833,12,0.4211,19,False,False
Standard OVER,hits_allowed,season_cush>=1,0.4839,31,15,0.3197,0.0207,0.4632,0.4167,12,0.5263,19,False,False
Standard OVER,singles,L10>=8 + opp_pitch_leaky,0.4157,89,37,0.3189,-0.0705,0.4862,0.3125,16,0.4384,73,False,False
Standard OVER,hits+runs+rbis,L10>=8 + K%>=22 + opp_pitch_stingy,0.449,49,22,0.3185,-0.0431,0.4921,0.3077,13,0.5,36,False,False
Standard OVER,hits+runs+rbis,L5=5 + opp_pitch_stingy + season_cush>=1,0.5263,19,10,0.3171,0.0342,0.4921,0.6667,3,0.5,16,False,False
Standard UNDER,hits+runs+rbis,L5=5 + season_cush>=1,0.5263,19,10,0.3171,-0.0086,0.5349,0.0,3,0.625,16,False,False
Standard UNDER,singles,L5=5 + K%>=22 + opp_pitch_stingy,0.5263,19,10,0.3171,-0.0108,0.5371,0.8571,7,0.3333,12,False,False
Standard UNDER,hits,L10>=8 + own_bats_Strong + cover>=1,0.5263,19,10,0.3171,-0.029,0.5553,0.5,2,0.5294,17,False,False
Standard UNDER,pitches_thrown,L5=5 + season_cush>=1,0.5263,19,10,0.3171,0.0035,0.5228,0.7143,7,0.4167,12,False,False
Standard UNDER,pitches_thrown,L5=5 + season_cush>=2,0.5263,19,10,0.3171,0.0035,0.5228,0.7143,7,0.4167,12,False,False
Standard UNDER,hitterfantasyscore,L10=10,0.5263,19,10,0.3171,-0.0062,0.5325,0.5263,19,,0,False,False
Standard UNDER,hits_allowed,L5=5 + own_bats_Strong,0.5263,19,10,0.3171,0.0334,0.4929,0.5714,14,0.4,5,False,False
Standard OVER,singles,L10>=8 + own_pitch_leaky,0.4423,52,23,0.3159,-0.0439,0.4862,0.4444,9,0.4419,43,False,False
Goblin OVER,singles,L5=5 + own_bats_Strong + cover>=1,0.4706,34,16,0.3145,-0.069,0.5396,0.5833,12,0.4091,22,False,False
Standard OVER,hits_allowed,L5>=4 + opp_pitch_stingy,0.4706,34,16,0.3145,0.0074,0.4632,0.5714,14,0.4,20,False,False
Standard UNDER,total_bases,L10>=9 + K%>=28,0.5,24,12,0.3143,-0.0372,0.5372,1.0,1,0.4783,23,False,False
Standard OVER,runs,L10>=8 + K%>=22,0.5,24,12,0.3143,0.0439,0.4561,0.4,5,0.5263,19,False,False
Standard UNDER,pitching_outs,L10>=9,0.5,24,12,0.3143,0.0055,0.4945,0.5,10,0.5,14,False,False
Standard OVER,walks_allowed,L5>=4 + own_bats_Strong,0.5,24,12,0.3143,0.001,0.499,0.6667,3,0.4762,21,False,False
Standard OVER,hits+runs+rbis,line_2.5+,0.4146,82,34,0.3142,-0.0775,0.4921,0.4314,51,0.3871,31,False,False
Standard OVER,singles,L10>=8 + opp_bats_Strong + cover>=1,0.4828,29,14,0.3139,-0.0034,0.4862,0.7143,7,0.4091,22,False,False
Standard OVER,total_bases,L10>=8 + own_pitch_stingy,0.4828,29,14,0.3139,0.0325,0.4503,0.4545,11,0.5,18,False,False
Standard UNDER,hits+runs+rbis,L10>=8 + season_cush>=1,0.4828,29,14,0.3139,-0.0521,0.5349,0.1667,6,0.5652,23,False,False
Standard UNDER,total_bases,L5>=4 + BA>=.300,0.4828,29,14,0.3139,-0.0544,0.5372,0.5,18,0.4545,11,False,False
Standard OVER,hits,L5=5,0.4828,29,14,0.3139,0.0054,0.4774,0.5,14,0.4667,15,False,False
Standard OVER,hits,L5=5 + line_0.5,0.4828,29,14,0.3139,0.0054,0.4774,0.5,14,0.4667,15,False,False
Standard UNDER,plate_appearances,L5>=4 + L10>=8 + own_pitch_leaky,0.4828,29,14,0.3139,-0.0835,0.5663,0.4286,7,0.5,22,False,False
Standard OVER,total_bases,L5>=4 + K%>=28,0.4364,55,24,0.3137,-0.0139,0.4503,0.4054,37,0.5,18,False,False
Standard OVER,hitter_ks,L5>=4 + opp_pitch_stingy,0.4242,66,28,0.3124,-0.0389,0.4631,0.4308,65,0.0,1,False,False
Standard OVER,singles,L5=5 + L10>=8,0.4524,42,19,0.3122,-0.0338,0.4862,0.3333,18,0.5417,24,False,False
Standard OVER,singles,L5=5 + L10>=8 + line_0.5,0.4524,42,19,0.3122,-0.0338,0.4862,0.3333,18,0.5417,24,False,False
Standard UNDER,hitterfantasyscore,L10>=8 + K%>=22,0.431,58,25,0.3118,-0.1015,0.5325,0.431,58,,0,False,False
Standard OVER,hits+runs+rbis,L5=5 + opp_bats_Strong,0.4595,37,17,0.3104,-0.0326,0.4921,0.5,18,0.4211,19,False,False
Standard OVER,walks,BA>=.300,0.4595,37,17,0.3104,-0.0356,0.4951,0.4,25,0.5833,12,False,False
Standard OVER,walks,L5>=4 + cover>=0.5,0.4595,37,17,0.3104,-0.0356,0.4951,0.75,4,0.4242,33,False,False
Standard OVER,singles,L5=5 + own_bats_Strong + cover>=1,0.5294,17,9,0.3096,0.0432,0.4862,0.0,1,0.5625,16,False,False
Goblin OVER,singles,L10>=8 + own_pitch_leaky + cover>=1,0.5294,17,9,0.3096,-0.0102,0.5396,,0,0.5294,17,False,False
Standard UNDER,hits,BA>=.300,0.5294,17,9,0.3096,-0.0259,0.5553,0.5556,9,0.5,8,False,False
Standard UNDER,pitching_outs,L10>=8 + opp_bats_Strong,0.5294,17,9,0.3096,0.0349,0.4945,0.6,5,0.5,12,False,False
Standard OVER,hits_allowed,L5>=4 + season_cush>=1,0.5294,17,9,0.3096,0.0662,0.4632,0.5556,9,0.5,8,False,False
Standard OVER,walks_allowed,L5=5,0.5294,17,9,0.3096,0.0304,0.499,0.5,12,0.6,5,False,False
Standard UNDER,total_bases,L5=5 + own_pitch_leaky + cover>=1,0.4444,45,20,0.3094,-0.0928,0.5372,0.1667,6,0.4872,39,False,False
Standard OVER,plate_appearances,own_pitch_stingy,0.4,100,40,0.3094,0.0101,0.3899,0.45,40,0.3667,60,False,False
Standard OVER,runs,L5>=4 + BA>=.275,0.4133,75,31,0.3088,-0.0428,0.4561,0.3333,42,0.5152,33,False,False
Standard UNDER,hits,BA>=.275,0.4133,75,31,0.3088,-0.142,0.5553,0.4314,51,0.375,24,False,False
Standard OVER,singles,L10>=8 + own_bats_Strong + cover>=1,0.4688,32,15,0.3087,-0.0174,0.4862,0.0,1,0.4839,31,False,False
Standard UNDER,singles,L10>=9 + cover>=1,0.4688,32,15,0.3087,-0.0683,0.5371,0.2727,11,0.5714,21,False,False
Standard OVER,total_bases,L10>=8 + K%>=22 + opp_pitch_stingy,0.4815,27,13,0.3074,0.0312,0.4503,0.5,10,0.4706,17,False,False
Standard OVER,total_bases,L10>=8 + opp_bats_Strong,0.4815,27,13,0.3074,0.0312,0.4503,0.5,16,0.4545,11,False,False
Standard UNDER,hits+runs+rbis,L5>=4 + season_cush>=1,0.4815,27,13,0.3074,-0.0534,0.5349,0.2,5,0.5455,22,False,False
Standard UNDER,hitter_ks,L5=5 + opp_pitch_leaky,0.4815,27,13,0.3074,-0.0689,0.5504,0.4815,27,,0,False,False
Standard OVER,hits_allowed,L5>=4 + own_pitch_leaky,0.4815,27,13,0.3074,0.0183,0.4632,0.5333,15,0.4167,12,False,False
Standard OVER,walks,L5>=4 + cover>=1,0.4815,27,13,0.3074,-0.0136,0.4951,0.5,2,0.48,25,False,False
Goblin OVER,hitter_ks,L5=5 + BA>=.300,0.5,22,11,0.3072,-0.1211,0.6211,0.5,16,0.5,6,False,False
Standard OVER,hits+runs+rbis,L10>=9,0.5,22,11,0.3072,0.0079,0.4921,1.0,1,0.4762,21,False,False
Standard OVER,runs,L5>=4 + cover>=1.5,0.5,22,11,0.3072,0.0439,0.4561,0.6,5,0.4706,17,False,False
Standard UNDER,hits,L5=5 + own_pitch_leaky,0.4375,48,21,0.307,-0.1178,0.5553,0.4,10,0.4474,38,False,False
Standard OVER,total_bases,L10>=8 + K%>=22,0.4237,59,25,0.3061,-0.0266,0.4503,0.3871,31,0.4643,28,False,False
Standard UNDER,singles,BA>=.300,0.4237,59,25,0.3061,-0.1134,0.5371,0.4194,31,0.4286,28,False,False
Goblin OVER,plate_appearances,K%>=28 + opp_pitch_stingy,0.4237,59,25,0.3061,-0.0908,0.5145,0.3077,26,0.5152,33,False,False
Standard OVER,runs,K%>=28 + opp_pitch_stingy,0.4023,87,35,0.3055,-0.0538,0.4561,0.3731,67,0.5,20,False,False
Standard OVER,plate_appearances,opp_bats_Strong,0.4023,87,35,0.3055,0.0124,0.3899,0.4138,29,0.3966,58,False,False
Standard OVER,singles,L5>=4 + L10>=8,0.4,90,36,0.3049,-0.0862,0.4862,0.3333,18,0.4167,72,False,False
Standard OVER,hits+runs+rbis,L10>=8 + opp_bats_Strong + season_cush>=1,0.4571,35,16,0.3047,-0.035,0.4921,0.5556,9,0.4231,26,False,False
Standard OVER,hitter_ks,L5>=4 + BA>=.275,0.4571,35,16,0.3047,-0.006,0.4631,0.4571,35,,0,False,False
Standard OVER,pitches_thrown,L5>=4 + opp_pitch_leaky,0.4571,35,16,0.3047,-0.0466,0.5037,0.375,16,0.5263,19,False,False
Standard UNDER,total_bases,BA>=.275 + opp_pitch_leaky,0.3784,148,56,0.3043,-0.1588,0.5372,0.3469,98,0.44,50,False,False
Standard OVER,hitter_ks,BA>=.275 + opp_pitch_leaky,0.4051,79,32,0.3037,-0.058,0.4631,0.4051,79,,0,False,False
Standard UNDER,total_bases,L10>=8 + K%>=28 + opp_pitch_leaky,0.4259,54,23,0.3033,-0.1113,0.5372,0.3571,14,0.45,40,False,False
Goblin OVER,singles,L10>=8 + own_bats_Strong + cover>=1,0.4667,30,14,0.3023,-0.0729,0.5396,,0,0.4667,30,False,False
Standard UNDER,singles,L5=5 + own_bats_Strong + cover>=1,0.4348,46,20,0.3021,-0.1023,0.5371,0.2941,17,0.5172,29,False,False
Standard UNDER,runs,L10>=9 + opp_pitch_leaky,0.4348,46,20,0.3021,-0.1076,0.5424,0.5882,17,0.3448,29,False,False
Goblin OVER,singles,L5>=4 + K%>=22,0.4211,57,24,0.3019,-0.1185,0.5396,0.4634,41,0.3125,16,False,False
Standard UNDER,hits+runs+rbis,L5=5 + BA>=.275 + opp_pitch_stingy,0.5333,15,8,0.3012,-0.0016,0.5349,0.5,4,0.5455,11,False,False
Standard OVER,runs,cover>=2,0.5333,15,8,0.3012,0.0772,0.4561,0.4,5,0.6,10,False,False
Standard OVER,runs,L10>=8 + own_pitch_stingy,0.5333,15,8,0.3012,0.0772,0.4561,0.3333,3,0.5833,12,False,False
Goblin OVER,plate_appearances,L10>=8 + BA>=.275,0.5333,15,8,0.3012,0.0188,0.5145,0.75,4,0.4545,11,False,False
Standard UNDER,runs,L5=5 + own_bats_Strong + cover>=1,0.5333,15,8,0.3012,-0.0091,0.5424,0.5,6,0.5556,9,False,False
Standard UNDER,runs,L10>=8 + own_pitch_stingy + cover>=1,0.5333,15,8,0.3012,-0.0091,0.5424,0.8,5,0.4,10,False,False
Standard UNDER,runs,L10>=8 + K%>=28 + opp_pitch_leaky,0.5333,15,8,0.3012,-0.0091,0.5424,0.8,5,0.4,10,False,False
Standard OVER,pitcher_ks,L10>=8 + opp_pitch_stingy + season_cush>=1,0.5333,15,8,0.3012,0.033,0.5003,1.0,1,0.5,14,False,False
Standard OVER,walks,L10>=8 + own_bats_Strong,0.5333,15,8,0.3012,0.0382,0.4951,0.5,10,0.6,5,False,False
Standard OVER,earned_runs,L10>=8,0.5333,15,8,0.3012,0.0429,0.4904,,0,0.5333,15,False,False
Standard OVER,singles,L10>=8 + BA>=.275 + opp_pitch_leaky,0.48,25,12,0.3003,-0.0062,0.4862,0.2,5,0.55,20,False,False
Standard UNDER,pitcher_ks,L10>=8 + own_pitch_leaky,0.48,25,12,0.3003,-0.0435,0.5235,0.5,10,0.4667,15,False,False
Standard OVER,walks_allowed,L5>=4 + opp_bats_Strong,0.48,25,12,0.3003,-0.019,0.499,0.5,10,0.4667,15,False,False
Standard UNDER,walks_allowed,L5>=4 + own_bats_Strong,0.48,25,12,0.3003,-0.0214,0.5014,0.375,16,0.6667,9,False,False
Standard UNDER,singles,L10>=8 + BA>=.275,0.4026,77,31,0.3002,-0.1345,0.5371,0.3333,42,0.4857,35,False,False
Standard OVER,singles,L10>=8 + cover>=0.5,0.39,100,39,0.3002,-0.0962,0.4862,0.375,16,0.3929,84,False,False
Standard OVER,total_bases,L5=5 + own_pitch_leaky,0.5,20,10,0.2993,0.0497,0.4503,0.4286,14,0.6667,6,False,False
Standard UNDER,hits+runs+rbis,L10>=9 + season_cush>=1,0.5,20,10,0.2993,-0.0349,0.5349,0.0,3,0.5882,17,False,False
Standard UNDER,runs,L5=5 + BA>=.275,0.5,20,10,0.2993,-0.0424,0.5424,0.4706,17,0.6667,3,False,False
