player,player_norm,gsis_id,pfr_player_id,team,position,season,as_of_week,games,snap_pct_L3,snap_pct_season,wopr_L3,wopr_season,target_share_L3,target_share_season,air_yards_share_L3,route_pct_L3,route_pct_season,route_pct_source,targets_L3,receptions_L3
Makai Lemon,makai lemon,00-0040867,LemoMa00,PHI,WR,2026,1,1,64.0,64.0,0.2727,0.2727,0.1818,0.1818,0.0,64.0,64.0,snap_proxy,4,3
Saquon Barkley,saquon barkley,00-0034844,BarkSa00,PHI,RB,2026,1,1,71.0,71.0,0.1333,0.1333,0.0909,0.0909,-0.0044,71.0,71.0,snap_proxy,2,1
Will Shipley,will shipley,00-0039746,ShipWi00,PHI,RB,2026,1,1,18.0,18.0,0.0868,0.0868,0.0455,0.0455,0.0267,18.0,18.0,snap_proxy,1,1
Britain Covey,britain covey,00-0037132,CoveBr00,PHI,WR,2026,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,snap_proxy,0,0
Darius Cooper,darius cooper,00-0040024,CoopDa01,PHI,WR,2026,1,1,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,snap_proxy,0,0
Tank Bigsby,tank bigsby,00-0038555,BigsTa00,PHI,RB,2026,1,1,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,snap_proxy,0,0
E.J. Jenkins,ej jenkins,nan,JenkEJ00,PHI,TE,2026,1,1,2.0,2.0,,,,,,2.0,2.0,snap_proxy,0,0
Johnny Mundt,johnny mundt,nan,MundJo00,PHI,TE,2026,1,1,36.0,36.0,,,,,,36.0,36.0,snap_proxy,0,0
D.K. Metcalf,dk metcalf,00-0035640,MetcDK00,PIT,WR,2026,1,1,96.0,96.0,0.7563,0.7563,0.2703,0.2703,0.5012,96.0,96.0,snap_proxy,10,4
Roman Wilson,roman wilson,00-0039739,WilsRo02,PIT,WR,2026,1,1,55.0,55.0,0.46,0.46,0.1622,0.1622,0.3096,55.0,55.0,snap_proxy,6,3
Pat Freiermuth,pat freiermuth,00-0036894,FreiPa00,PIT,TE,2026,1,1,73.0,73.0,0.2388,0.2388,0.1351,0.1351,0.0516,73.0,73.0,snap_proxy,5,5
Jaylen Warren,jaylen warren,00-0037228,WarrJa01,PIT,RB,2026,1,1,37.0,37.0,0.2329,0.2329,0.1622,0.1622,-0.0147,37.0,37.0,snap_proxy,6,5
Rico Dowdle,rico dowdle,00-0036139,DowdRi01,PIT,RB,2026,1,1,58.0,58.0,0.2096,0.2096,0.1351,0.1351,0.0098,58.0,58.0,snap_proxy,5,2
Michael Pittman Jr.,michael pittman,00-0036252,PittMi01,PIT,WR,2026,1,1,88.0,88.0,0.1784,0.1784,0.0811,0.0811,0.0811,88.0,88.0,snap_proxy,3,3
Darnell Washington,darnell washington,00-0038558,WashDa03,PIT,TE,2026,1,1,64.0,64.0,0.0914,0.0914,0.0541,0.0541,0.0147,64.0,64.0,snap_proxy,2,2
Eli Heidenreich,eli heidenreich,00-0041490,HeidEl00,PIT,RB,2026,1,1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,snap_proxy,0,0
Kaden Wetjen,kaden wetjen,00-0041397,WetjKa00,PIT,WR,2026,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,snap_proxy,0,0
Riley Nowakowski,riley nowakowski,00-0041398,NowaRi00,PIT,FB,2026,1,1,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,snap_proxy,0,0
Ben Skowronek,ben skowronek,nan,SkowBe00,PIT,WR,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Germie Bernard,germie bernard,nan,BernGe00,PIT,WR,2026,1,1,4.0,4.0,,,,,,4.0,4.0,snap_proxy,0,0
Robert Tonyan,robert tonyan,nan,TonyRo00,PIT,TE,2026,1,1,3.0,3.0,,,,,,3.0,3.0,snap_proxy,0,0
Jaxon Smith-Njigba,jaxon smith njigba,00-0038543,SmitJa06,SEA,WR,2026,1,1,90.0,90.0,1.033,1.033,0.4583,0.4583,0.4935,90.0,90.0,snap_proxy,11,8
Cooper Kupp,cooper kupp,00-0033908,KuppCo00,SEA,WR,2026,1,1,78.0,78.0,0.4102,0.4102,0.125,0.125,0.3182,78.0,78.0,snap_proxy,3,2
Rashid Shaheed,rashid shaheed,00-0037545,ShahRa00,SEA,WR,2026,1,1,66.0,66.0,0.2739,0.2739,0.125,0.125,0.1234,66.0,66.0,snap_proxy,3,1
Brady Russell,brady russell,00-0038488,RussBr00,SEA,FB,2026,1,1,34.0,34.0,0.1523,0.1523,0.0833,0.0833,0.039,34.0,34.0,snap_proxy,2,2
AJ Barner,aj barner,00-0039793,BarnAJ00,SEA,TE,2026,1,1,88.0,88.0,0.1205,0.1205,0.0833,0.0833,-0.0065,88.0,88.0,snap_proxy,2,2
Jadarian Price,jadarian price,00-0041512,PricJa02,SEA,RB,2026,1,1,48.0,48.0,0.1205,0.1205,0.0833,0.0833,-0.0065,48.0,48.0,snap_proxy,2,2
George Holani,george holani,00-0039299,HolaGe00,SEA,RB,2026,1,1,46.0,46.0,0.0898,0.0898,0.0417,0.0417,0.039,46.0,46.0,snap_proxy,1,0
Emanuel Wilson,emanuel wilson,00-0038797,WilsEm00,SEA,RB,2026,1,1,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,snap_proxy,0,0
Eric Saubert,eric saubert,00-0033576,SaubEr00,SEA,TE,2026,1,1,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,snap_proxy,0,0
Montorie Foster,montorie foster,00-0040621,FostMo00,SEA,WR,2026,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,snap_proxy,0,0
Elijah Arroyo,elijah arroyo,nan,ArroEl00,SEA,TE,2026,1,1,22.0,22.0,,,,,,22.0,22.0,snap_proxy,0,0
Velus Jones Jr.,velus jones,nan,JoneVe00,SEA,RB,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Mike Evans,mike evans,00-0031408,EvanMi00,SF,WR,2026,1,1,75.0,75.0,0.5672,0.5672,0.2059,0.2059,0.3691,75.0,75.0,snap_proxy,7,6
George Kittle,george kittle,00-0033288,KittGe00,SF,TE,2026,1,1,46.0,46.0,0.3991,0.3991,0.1471,0.1471,0.255,46.0,46.0,snap_proxy,5,2
Deebo Samuel,deebo samuel,00-0035719,SamuDe00,SF,WR,2026,1,1,42.0,42.0,0.3887,0.3887,0.2059,0.2059,0.1141,42.0,42.0,snap_proxy,7,6
Demarcus Robinson,demarcus robinson,00-0032775,RobiDe01,SF,WR,2026,1,1,63.0,63.0,0.3438,0.3438,0.0882,0.0882,0.302,63.0,63.0,snap_proxy,3,2
Christian McCaffrey,christian mccaffrey,00-0033280,McCaCh01,SF,RB,2026,1,1,55.0,55.0,0.3388,0.3388,0.2353,0.2353,-0.0201,55.0,55.0,snap_proxy,8,5
Luke Farrell,luke farrell,00-0036887,FarrLu00,SF,TE,2026,1,1,71.0,71.0,0.1023,0.1023,0.0588,0.0588,0.0201,71.0,71.0,snap_proxy,2,2
Kaelon Black,kaelon black,00-0041052,BlacKa00,SF,RB,2026,1,1,43.0,43.0,0.0206,0.0206,0.0294,0.0294,-0.0336,43.0,43.0,snap_proxy,1,1
Jacob Cowing,jacob cowing,00-0039365,CowiJa00,SF,WR,2026,1,1,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,snap_proxy,0,0
KhaDarel Hodge,khadarel hodge,00-0034854,HodgKh00,SF,WR,2026,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,snap_proxy,0,0
De'Zhaun Stribling,dezhaun stribling,nan,StriDe01,SF,WR,2026,1,1,32.0,32.0,,,,,,32.0,32.0,snap_proxy,0,0
Jake Tonges,jake tonges,nan,TongJa00,SF,TE,2026,1,1,12.0,12.0,,,,,,12.0,12.0,snap_proxy,0,0
Kyle Juszczyk,kyle juszczyk,nan,JuszKy00,SF,FB,2026,1,1,51.0,51.0,,,,,,51.0,51.0,snap_proxy,0,0
Emeka Egbuka,emeka egbuka,00-0040129,EgbuEm01,TB,WR,2026,1,1,86.0,86.0,0.7445,0.7445,0.2222,0.2222,0.5874,86.0,86.0,snap_proxy,6,5
Cade Otton,cade otton,00-0038129,OttoCa00,TB,TE,2026,1,1,98.0,98.0,0.4344,0.4344,0.1852,0.1852,0.2238,98.0,98.0,snap_proxy,5,3
Ted Hurst,ted hurst,00-0041048,HursTe00,TB,WR,2026,1,1,75.0,75.0,0.3331,0.3331,0.1111,0.1111,0.2378,75.0,75.0,snap_proxy,3,3
Bucky Irving,bucky irving,00-0039361,IrviBu00,TB,RB,2026,1,1,61.0,61.0,0.2665,0.2665,0.2593,0.2593,-0.1748,61.0,61.0,snap_proxy,7,7
Chris Godwin,chris godwin,00-0033921,GodwCh00,TB,WR,2026,1,1,86.0,86.0,0.2369,0.2369,0.1481,0.1481,0.021,86.0,86.0,snap_proxy,4,4
Tez Johnson,tez johnson,00-0040237,JohnTe03,TB,WR,2026,1,1,23.0,23.0,0.0996,0.0996,0.037,0.037,0.0629,23.0,23.0,snap_proxy,1,0
Bauer Sharp,bauer sharp,00-0041094,SharBa00,TB,TE,2026,1,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,snap_proxy,0,0
Josh Williams,josh williams,00-0040429,WillJo011,TB,RB,2026,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,snap_proxy,0,0
Kameron Johnson,kameron johnson,00-0039589,JohnKa01,TB,WR,2026,1,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,snap_proxy,0,0
Kenneth Gainwell,kenneth gainwell,nan,GainKe00,TB,RB,2026,1,1,46.0,46.0,,,,,,46.0,46.0,snap_proxy,0,0
Ko Kieft,ko kieft,nan,KiefKo00,TB,TE,2026,1,1,2.0,2.0,,,,,,2.0,2.0,snap_proxy,0,0
Payne Durham,payne durham,nan,DurhPa00,TB,TE,2026,1,1,12.0,12.0,,,,,,12.0,12.0,snap_proxy,0,0
Carnell Tate,carnell tate,00-0041438,TateCa00,TEN,WR,2026,1,1,88.0,88.0,0.5683,0.5683,0.2143,0.2143,0.3526,88.0,88.0,snap_proxy,6,4
Wan'Dale Robinson,wandale robinson,00-0038117,RobiWa01,TEN,WR,2026,1,1,82.0,82.0,0.4062,0.4062,0.2143,0.2143,0.1211,82.0,82.0,snap_proxy,6,5
Gunnar Helm,gunnar helm,00-0040584,HelmGu00,TEN,TE,2026,1,1,76.0,76.0,0.3305,0.3305,0.1786,0.1786,0.0895,76.0,76.0,snap_proxy,5,4
Elic Ayomanor,elic ayomanor,00-0040170,AyomEl00,TEN,WR,2026,1,1,52.0,52.0,0.3118,0.3118,0.1071,0.1071,0.2158,52.0,52.0,snap_proxy,3,1
Tony Pollard,tony pollard,00-0035261,PollTo00,TEN,RB,2026,1,1,52.0,52.0,0.1956,0.1956,0.0714,0.0714,0.1263,52.0,52.0,snap_proxy,2,1
Tyjae Spears,tyjae spears,00-0039032,SpeaTy00,TEN,RB,2026,1,1,50.0,50.0,0.1701,0.1701,0.1429,0.1429,-0.0632,50.0,50.0,snap_proxy,4,2
Chimere Dike,chimere dike,00-0040705,DikeCh00,TEN,WR,2026,1,1,8.0,8.0,0.0646,0.0646,0.0357,0.0357,0.0158,8.0,8.0,snap_proxy,1,1
Daniel Bellinger,daniel bellinger,00-0038115,BellDa00,TEN,TE,2026,1,1,28.0,28.0,0.0573,0.0573,0.0357,0.0357,0.0053,28.0,28.0,snap_proxy,1,1
Calvin Ridley,calvin ridley,nan,RidlCa00,TEN,WR,2026,1,1,64.0,64.0,,,,,,64.0,64.0,snap_proxy,0,0
David Martin-Robinson,david martin robinson,nan,MartDa01,TEN,TE,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Julius Chestnut,julius chestnut,nan,ChesJu00,TEN,RB,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Kylen Granson,kylen granson,nan,GranKy00,TEN,TE,2026,1,1,0.0,0.0,,,,,,0.0,0.0,snap_proxy,0,0
Stefon Diggs,stefon diggs,00-0031588,DiggSt00,WSH,WR,2026,1,1,63.0,63.0,0.6488,0.6488,0.3103,0.3103,0.2618,63.0,63.0,snap_proxy,9,4
Antonio Williams,antonio williams,00-0041040,WillAn04,WSH,WR,2026,1,1,37.0,37.0,0.3283,0.3283,0.1379,0.1379,0.1735,37.0,37.0,snap_proxy,4,4
Terry McLaurin,terry mclaurin,00-0035659,McLaTe00,WSH,WR,2026,1,1,87.0,87.0,0.2555,0.2555,0.1379,0.1379,0.0694,87.0,87.0,snap_proxy,4,2
Dyami Brown,dyami brown,00-0036626,BrowDy00,WSH,WR,2026,1,1,53.0,53.0,0.2448,0.2448,0.069,0.069,0.2019,53.0,53.0,snap_proxy,2,0
Chig Okonkwo,chig okonkwo,00-0037809,OkonCh00,WSH,TE,2026,1,1,56.0,56.0,0.2413,0.2413,0.1034,0.1034,0.123,56.0,56.0,snap_proxy,3,2
John Bates,john bates,00-0036628,BateJo00,WSH,TE,2026,1,1,49.0,49.0,0.1684,0.1684,0.1034,0.1034,0.0189,49.0,49.0,snap_proxy,3,2
Rachaad White,rachaad white,00-0037256,WhitRa01,WSH,RB,2026,1,1,41.0,41.0,0.0814,0.0814,0.069,0.069,-0.0315,41.0,41.0,snap_proxy,2,2
Jaylin Lane,jaylin lane,00-0040164,LaneJa00,WSH,WR,2026,1,1,26.0,26.0,0.0606,0.0606,0.0345,0.0345,0.0126,26.0,26.0,snap_proxy,1,1
Jacory Croskey-Merritt,jacory croskey merritt,00-0040242,CrosJa00,WSH,RB,2026,1,1,49.0,49.0,0.0363,0.0363,0.0345,0.0345,-0.0221,49.0,49.0,snap_proxy,1,1
Colson Yankoff,colson yankoff,00-0039686,YankCo00,WSH,TE,2026,1,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,snap_proxy,0,0
Kaytron Allen,kaytron allen,00-0041096,AlleKa01,WSH,RB,2026,1,1,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,snap_proxy,0,0
Ben Sinnott,ben sinnott,nan,SinnBe00,WSH,TE,2026,1,1,26.0,26.0,,,,,,26.0,26.0,snap_proxy,0,0
